  -69.553802  -83.333328  -34.776901  -68.241470    6.561679  120.078735
   41.338581    0.000000  -12.467191  -34.776901  -19.028872   38.713909
  -74.803146 -152.230972  -53.149605   -6.561679   19.685040  -61.023621
  -20.997375   45.275589   55.118107   38.057743    3.280840 -101.706032
 -142.388443 -203.412064  -92.519684 -135.170593   73.490814  101.706032
   76.771652   83.333328   66.929131   -2.624672 -152.887131 -122.703407
  -76.771652 -223.753281 -191.601044  -88.582672   43.307087  103.674538
   39.370079    9.842520   61.679787   70.866142    1.312336   27.559053
  -59.711285 -169.947495 -150.262466 -171.259842  -47.900261    1.968504
   31.496061   30.183725   56.430443   51.837269   78.083984  128.608917
 -174.540680 -109.580048 -120.078735 -159.448807 -110.892387  -92.519684
   41.994751  106.299210  116.797897  100.393700  121.391075 -166.666656
 -141.076111 -124.671913  -78.740158  -59.055115  -60.367451  -61.679787
  -38.057743   98.425194  127.296585  137.139099    2.624672  -72.178474
  -35.433071  -82.677162 -158.792648 -104.330704  -65.616798  -53.149605
  -66.929131  -12.467191   38.713909  162.073486 -112.860886  -51.181099
  -33.464565  -32.808399  -20.997375  -76.771652  -76.771652  -88.582672
   -4.593176  -50.524933   -2.624672   -3.937008  -19.685040   37.401573
   46.587925  111.548553   91.207344   45.275589   11.154856    6.561679
 -157.480316 -133.202103 -139.763779 -114.173225  -10.498688    2.624672
  -36.745407   -3.280840  -60.367451   -7.874015   78.740158   15.748031
 -178.477692 -156.824142  -72.834641 -186.351700  -52.493435  -68.241470
  -73.490814  -11.154856   53.149605   72.834641   95.800522   38.713909
   35.433071   47.900261   44.619423   18.372704  -52.493435  -94.488190
  -83.989502 -174.540680  -55.118107  -20.997375 -139.107605   45.931759
   28.871389   20.341208   30.183725   68.897636   75.459312   17.716536
  -76.771652 -233.595795 -220.472427 -187.664032  -27.559053  101.049866
  115.485558   54.461941   91.863518  110.892387   88.582672 -167.322830
 -124.671913 -206.036743 -120.734901 -145.013123  -96.456688  -90.551178
  -17.060368   36.745407  -34.776901   71.522308   44.619423   61.023621
   17.060368  -55.118107  -30.183725  -91.863518  -68.897636 -103.018372
  -26.246717   -4.593176   72.834641  -95.144356    3.937008   19.028872
   83.333328   30.183725    1.968504   26.246717  -11.811024 -127.952751
 -158.792648 -173.228348 -118.766403  -25.590549    5.905512  -19.685040
   -0.656168   30.183725   49.868763   76.771652  145.013123 -148.293961
  -63.648293  -72.178474 -217.847763  -55.118107  -45.931759   51.837269
   32.152229   60.367451  100.393700  100.393700  -68.897636  -85.301834
 -154.199463 -221.784775 -135.826767  -65.616798  -40.026245   24.934381
   46.587925   59.711285   49.868763    4.593176  -39.370079  -62.335957
  -31.496061    9.842520  -93.832016 -164.041992   71.522308  -18.372704
   55.118107   14.435695  -49.868763  -99.081360   61.679787  -11.811024
   67.585297  -36.089237   -7.217847    7.874015  -27.559053  -11.811024
 -298.556427  -35.433071  -90.551178  -32.152229  -30.839893   35.433071
   30.839893   38.713909  -57.086613   59.055115   40.026245  -28.215221
  -45.931759  -70.209969  -97.112854  -80.052490 -113.517059 -112.204720
   -6.561679  -51.181099   35.433071   85.958000   93.175850    2.624672
 -112.860886  -90.551178  -72.178474   -7.217847  -98.425194  -72.178474
  -37.401573  -20.997375  -86.614174   -2.624672  -13.779527   27.559053
   64.304459  -53.805771  -35.433071   32.152229   82.020996 -103.674538
  -97.769028 -158.136475  -44.619423  -66.272964   13.123359   44.619423
   83.989502   93.175850 -131.233597   22.965879  -38.713909  -19.685040
   -2.624672   28.871389   74.146980   44.619423  -69.553802  -83.989502
 -118.766403 -123.359573 -120.078735 -135.826767  -48.556427   50.524933
   71.522308  141.732285   85.958000   13.779527   40.682415  -27.559053
  -86.614174 -143.700790 -133.202103 -202.099731  -78.740158  -90.551178
  -20.341208    1.968504   81.364830  -16.404200   49.868763   58.398949
   20.997375  -26.246717    3.937008  -53.805771  -40.026245 -194.881882
 -118.766403 -103.018372   17.716536  104.330704  166.666656   24.934381
  151.574799   -7.874015   28.215221  -25.590549 -126.640419 -156.167969
 -141.732285 -146.325455  -60.367451 -111.548553  -49.212597   80.708656
  138.451447  137.139099  109.580048   24.278214   -2.624672 -198.818893
 -178.477692 -160.104980 -113.517059  -20.341208  -24.278214   52.493435
   67.585297  155.511810 -101.049866   78.740158  -37.401573  -87.926506
  -53.149605 -130.577423 -124.015747 -112.204720  -50.524933   86.614174
  -36.089237  -21.653543  102.362198   45.275589   70.209969   40.682415
  -43.307087  -36.089237 -158.136475  -86.614174 -307.742767 -156.824142
  -35.433071  -34.776901  101.049866  118.110229
