1975-01-31 00:00:00,0.0135
1975-02-28 00:00:00,0.01
1975-03-31 00:00:00,-0.0196
1975-04-30 00:00:00,-0.0217
1975-05-30 00:00:00,-0.0178
1975-06-30 00:00:00,-0.0421
1975-07-31 00:00:00,-0.033
1975-08-29 00:00:00,-0.0143
1975-09-30 00:00:00,-0.0135
1975-10-31 00:00:00,-0.0034
1975-11-28 00:00:00,-0.0138
1975-12-31 00:00:00,0.003
1976-01-30 00:00:00,-0.001
1976-02-27 00:00:00,-0.0413
1976-03-31 00:00:00,-0.0512
1976-04-30 00:00:00,-0.0213
1976-05-31 00:00:00,-0.0117
1976-06-30 00:00:00,-0.0124
1976-07-30 00:00:00,0.0101
1976-08-31 00:00:00,-0.0302
1976-09-30 00:00:00,-0.054
1976-10-29 00:00:00,-0.0012
1976-11-30 00:00:00,0.0247
1976-12-31 00:00:00,0.0206
1977-01-31 00:00:00,-0.0018
1977-02-28 00:00:00,0.0029
1977-03-31 00:00:00,0.0023
1977-04-29 00:00:00,0.0
1977-05-31 00:00:00,0.0006
1977-06-30 00:00:00,0.0017
1977-07-29 00:00:00,0.0098
1977-08-31 00:00:00,0.0017
1977-09-30 00:00:00,0.0159
1977-10-31 00:00:00,0.0262
1977-11-30 00:00:00,0.0196
1977-12-30 00:00:00,0.0428
1978-01-31 00:00:00,0.0026
1978-02-28 00:00:00,-0.0166
1978-03-31 00:00:00,-0.0303
1978-04-28 00:00:00,-0.018
1978-05-31 00:00:00,0.0104
1978-06-30 00:00:00,0.0306
1978-07-31 00:00:00,0.025
1978-08-31 00:00:00,0.0087
1978-09-29 00:00:00,0.0242
1978-10-31 00:00:00,-0.0237
1978-11-30 00:00:00,0.0122
1978-12-29 00:00:00,0.0105
1979-01-31 00:00:00,-0.0005
1979-02-28 00:00:00,0.0168
1979-03-30 00:00:00,0.017
1979-04-30 00:00:00,-0.0073
1979-05-31 00:00:00,0.0259
1979-06-29 00:00:00,0.0677
1979-07-31 00:00:00,-0.0098
1979-08-31 00:00:00,-0.0171
1979-09-28 00:00:00,-0.0253
1979-10-31 00:00:00,-0.0061
1979-11-30 00:00:00,0.0314
1979-12-31 00:00:00,0.0296
1980-01-31 00:00:00,0.0101
1980-02-29 00:00:00,-0.0369
1980-03-31 00:00:00,0.0045
1980-04-30 00:00:00,0.0389
1980-05-30 00:00:00,0.0138
1980-06-30 00:00:00,0.0157
1980-07-31 00:00:00,-0.0008
1980-08-29 00:00:00,0.013
1980-09-30 00:00:00,0.0062
1980-10-31 00:00:00,-0.0087
1980-11-28 00:00:00,-0.0211
1980-12-31 00:00:00,0.0248
1981-01-30 00:00:00,-0.0473
1981-02-27 00:00:00,-0.027
1981-03-31 00:00:00,-0.0245
1981-04-30 00:00:00,-0.0417
1981-05-29 00:00:00,-0.0576
1981-06-30 00:00:00,-0.0509
1981-07-31 00:00:00,-0.0292
1981-08-31 00:00:00,-0.0022
1981-09-30 00:00:00,0.0142
1981-10-30 00:00:00,0.0326
1981-11-30 00:00:00,0.0005
1981-12-31 00:00:00,-0.0095
1982-01-29 00:00:00,-0.0214
1982-02-26 00:00:00,-0.0219
1982-03-31 00:00:00,-0.0196
1982-04-30 00:00:00,0.0218
1982-05-31 00:00:00,-0.0297
1982-06-30 00:00:00,-0.0189
1982-07-30 00:00:00,0.0012
1982-08-31 00:00:00,-0.0076
1982-09-30 00:00:00,-0.0094
1982-10-29 00:00:00,-0.039
1982-11-30 00:00:00,-0.0086
1982-12-31 00:00:00,-0.0288
1983-01-31 00:00:00,-0.0258
1983-02-28 00:00:00,-0.0278
1983-03-31 00:00:00,0.033
1983-04-29 00:00:00,0.0206
1983-05-31 00:00:00,-0.0154
1983-06-30 00:00:00,-0.013
1983-07-29 00:00:00,-0.0178
1983-08-31 00:00:00,-0.0013
1983-09-30 00:00:00,-0.002
1983-10-31 00:00:00,-0.0135
1983-11-30 00:00:00,-0.0282
1983-12-30 00:00:00,-0.0197
1984-01-31 00:00:00,0.0225
1984-02-29 00:00:00,0.0117
1984-03-30 00:00:00,-0.0229
1984-04-30 00:00:00,-0.0249
1984-05-31 00:00:00,-0.0087
1984-06-29 00:00:00,-0.0415
1984-07-31 00:00:00,-0.0053
