1979-05-31 00:00:00,4.9
1979-06-29 00:00:00,4.5
1979-07-31 00:00:00,3.1
1979-08-31 00:00:00,3.1
1979-09-28 00:00:00,4.6
1979-10-31 00:00:00,4.8
1979-11-30 00:00:00,6.7
1979-12-31 00:00:00,8.6
1980-01-31 00:00:00,8.3
1980-02-29 00:00:00,7.2
1980-03-31 00:00:00,9.2
1980-04-30 00:00:00,5.5
1980-05-30 00:00:00,4.7
1980-06-30 00:00:00,4.4
1980-07-31 00:00:00,3.4
1980-08-29 00:00:00,2.8
1980-09-30 00:00:00,4.0
1980-10-31 00:00:00,5.1
1980-11-28 00:00:00,6.5
1980-12-31 00:00:00,9.2
1981-01-30 00:00:00,7.7
1981-02-27 00:00:00,7.7
1981-03-31 00:00:00,8.9
1981-04-30 00:00:00,5.7
1981-05-29 00:00:00,5.0
1981-06-30 00:00:00,4.5
1981-07-31 00:00:00,3.3
1981-08-31 00:00:00,2.8
1981-09-30 00:00:00,4.0
1981-10-30 00:00:00,5.6
1981-11-30 00:00:00,6.6
1981-12-31 00:00:00,10.3
1982-01-29 00:00:00,8.5
1982-02-26 00:00:00,7.9
1982-03-31 00:00:00,8.9
1982-04-30 00:00:00,5.4
1982-05-31 00:00:00,4.4
1982-06-30 00:00:00,4.0
1982-07-30 00:00:00,3.0
1982-08-31 00:00:00,3.1
1982-09-30 00:00:00,4.4
1982-10-29 00:00:00,5.5
1982-11-30 00:00:00,6.5
1982-12-31 00:00:00,10.1
1983-01-31 00:00:00,7.7
1983-02-28 00:00:00,9.0
1983-03-31 00:00:00,9.0
1983-04-29 00:00:00,6.5
1983-05-31 00:00:00,5.1
1983-06-30 00:00:00,4.3
1983-07-29 00:00:00,2.7
1983-08-31 00:00:00,2.8
1983-09-30 00:00:00,4.6
1983-10-31 00:00:00,5.5
1983-11-30 00:00:00,6.9
1983-12-30 00:00:00,9.5
1984-01-31 00:00:00,8.8
1984-02-29 00:00:00,8.7
1984-03-30 00:00:00,10.1
1984-04-30 00:00:00,6.1
1984-05-31 00:00:00,5.0
1984-06-29 00:00:00,4.5
1984-07-31 00:00:00,3.1
1984-08-31 00:00:00,2.9
1984-09-28 00:00:00,4.8
